"","species","brood_year","release_location_code","hatchery_location_code","first_release_date_month","jday","avg_weight","release_stage_assigned","fate","event_released","number_cwt_estimated","sar","tags_lost"
"73","1",2012,"3F42001^^260002^R","3F42001^^260002^H02",3,87,90,"smolt","fishery",6047622,780.09,0.000128991196870439,6046841.91
"74","1",2011,"3F42001^^260002^R","3F42001^^260002^H02",3,88,90,"smolt","fishery",5790661,974.05,0.00016821050308419,5789686.95
"75","1",2020,"3F42001^^260002^R","3F42001^^260002^H02",4,101,90,"smolt","fishery",4585789,498.51,0.000108707574639828,4585290.49
"76","1",2018,"3F42001^^270168^R","3F42001^^270430^H",6,154,5,"smolt","hatchery",201823,33.09,0.000163955545205452,201789.91
"77","1",2020,"3F42001^^270168^R","3F42001^^270430^H",6,152,10,"smolt","hatchery",179936,59.1,0.000328450115596657,179876.9
"78","1",2019,"3F42001^^270168^R","3F42001^^270430^H",6,153,10,"smolt","hatchery",304947,63.4,0.000207904980209676,304883.6
"79","1",2017,"3F42001^^260002^R","3F42001^^260002^H02",6,157,10,"smolt","hatchery",60002,16.45,0.000274157528082397,59985.55
"80","1",2020,"3F42001^^300002^R","3F42001^^300002^H01",3,72,20,"smolt","hatchery",204142,1.01,4.94753651869777e-06,204140.99
"81","1",2011,"3F42001^^300002^H","3F42001^^300002^H",3,64,30,"smolt","hatchery",140785,3.03,2.15221792094328e-05,140781.97
"82","1",2013,"3F42001^^300002^H","3F42001^^300002^H",3,75,30,"smolt","hatchery",141068,1.77,1.25471403861967e-05,141066.23
"83","1",2016,"3F42001^^300002^H","3F42001^^300002^H",3,85,30,"smolt","hatchery",104216,1,9.59545559223152e-06,104215
"84","1",2017,"3F42001^^300002^H","3F42001^^300002^H",4,99,30,"smolt","hatchery",405570,2.02,4.98064452498952e-06,405567.98
"85","1",2018,"3F42001^^260002^R","3F42001^^260002^H02",7,212,30,"smolt","hatchery",57849,57.25,0.000989645456274093,57791.75
"86","1",2015,"3F42001^^270168^R01","3F42001^^270430^H",10,279,30,"smolt","hatchery",188150,42.36,0.000225139516343343,188107.64
"87","1",2014,"3F42001^^260002^R","3F42001^^260002^H02",10,301,30,"smolt","hatchery",98431,26.09,0.000265058772134795,98404.91
"88","1",2015,"3F42001^^260002^R","3F42001^^260002^H02",10,302,30,"smolt","hatchery",93643,6.03,6.43934944416561e-05,93636.97
"89","1",2012,"3F42001^^260002^R","3F42001^^260002^H02",11,305,30,"smolt","hatchery",99986,176.28,0.00176304682655572,99809.72
"90","1",2017,"3F42001^^260002^R","3F42001^^260002^H02",11,305,30,"smolt","hatchery",100406,138.2,0.00137641176822102,100267.8
"91","1",2016,"3F42001^^260002^R","3F42001^^260002^H02",11,306,30,"smolt","hatchery",82759,10.27,0.000124095264563371,82748.73
"92","1",2013,"3F42001^^260002^R","3F42001^^260002^H02",11,307,30,"smolt","hatchery",92840,47.45,0.000511094355881086,92792.55
"93","1",2019,"3F42001^^260002^R","3F42001^^260002^H02",11,307,30,"smolt","hatchery",203056,523,0.00257564415727681,202533
"94","1",2018,"3F42001^^260002^R","3F42001^^260002^H02",11,308,30,"smolt","hatchery",101027,115.76,0.00114583230225583,100911.24
"95","1",2017,"3F42001^^270168^R01","3F42001^^270168^H",2,32,40,"smolt","hatchery",74597,60.3,0.000808343499068327,74536.7
"96","1",2020,"3F42001^^270168^R01","3F42001^^270168^H",2,33,40,"smolt","hatchery",184786,110.15,0.00059609494225753,184675.85
"97","1",2013,"3F42001^^270017^R","3F42001^^270017^H",2,34,40,"smolt","hatchery",149539,196.28,0.00131256729013836,149342.72
"98","1",2012,"3F42001^^270168^R01","3F42001^^270168^H",2,34,40,"smolt","hatchery",132752,22.12,0.000166626491502953,132729.88
"99","1",2013,"3F42001^^270168^R01","3F42001^^270168^H",2,34,40,"smolt","hatchery",330444,324.38,0.000981648932950818,330119.62
"100","1",2019,"3F42001^^270168^R01","3F42001^^270168^H",2,34,40,"smolt","hatchery",174812,107.55,0.000615232363910944,174704.45
"101","1",2018,"3F42001^^270168^R01","3F42001^^270168^H",2,42,40,"smolt","hatchery",213790,326.64,0.00152785443659666,213463.36
